year,month,day,hour,location,stateOrProvince,country,continent,title,description,locale,duration,evidenceAndSpecialEffectsFlags,typeOfUfoCraftFlags,latitude,apparentUfoOccupantActivitiesFlags,placesVisitedAndThingsAffectedFlags,elevation,miscellaneousDetailsFlags,relativeAltitude,longitude,locationFlags,ref,refIndex,strangeness,credibility,miscellaneousFlags,aliensMonstersFlags
1998,2,NA,NA,"DUNKIRK,NY",New York,USA,North America,4 OBS,"LRG BRITE GLOWING TUBE > OVR HOUSE
ODD WHIRR SOUND",Residential,1,NA,Cigar,42.48,NA,NA,182,Sound,NA,79.33,"Map, Ground, Civilian, High quality observer(s)",240,163,6,8,NA,No occupant
1978,9,18,1,"nr ROMA,ITL",ROM,Italy,Western Europe,DOCTOR/CAR,"GLASSY SCR/DRK DOME SHOOTS 7 BLUE BEAMS
LITES AREA",Road + rails,2,NA,Saucer,41.9,"Observation, Ray",NA,NA,Camouflage,NA,-12.59,"Map, Ground, Civilian, High quality observer(s)",194,208,7,7,NA,No occupant
1968,8,4,NA,"RIGA,LATVIA",Latvia,"Estonia, Latvia & Lithuania",Eastern Europe,FOTO TAKEN,"DLT/SKULTE AIRPORT
12 SML OBJS EXIT+RE-ENTER UFO
NFD",Town & city,8,"Photos, Technical","Delta, Probe",56.83,NA,NA,NA,NA,NA,-23.86,"Map, Ground, Civilian",117,401,8,7,News,No occupant
1955,8,18,NA,"SE/OXFORD,NE",Nebraska,USA,North America,3 OBS,"DRK SLNT CIRC.OBJ BLOCKS STARS
12 LITES/RIM
>W LO+SLOW",Road + rails,4,NA,Saucer,40.2,NA,NA,638,NA,NA,99.54,"Map, Civilian, High quality observer(s)",139,517,6,8,News,No occupant
1974,1,22,NA,"NORTON,MA",Massachusetts,USA,North America,DOMED SCR ovr GRAVEL PIT,"LITES/EDGES
BLOWS ORG+WHT SMOKE on EXIT",Road + rails,1,NA,Saucer,41.98,Observation,Dirt,32,NA,NA,71.2,"Map, Ground, Civilian",24,890,6,6,NA,No occupant
1991,8,8,23,"SANCTON,HUMBERSIDE",England,Great Britain and Ireland,Western Europe,SVRL SEP.OBS,"HUGE SCR-FBL
SCOUTS POWER LINES
TOO LOW/RDR",Farmlands,35,NA,Saucer,53.83,Observation,Building or ANY MANMADE STRUCTURE,76,NA,50,0.63,"Map, Ground, Civilian, High quality observer(s)",121,229,6,10,Wave,No occupant
1995,2,11,4,"LEIGH-on-Sea,ESSEX",England,Great Britain and Ireland,Western Europe,WOMAN/80 2 NITES/ROW,VBRITE PEAR-SHAPED FBL OVR TREES,Coastlands,160,NA,"Probe, Fireball",51.53,NA,NA,NA,NA,NA,-0.66,"Map, Ground, Coast, Civilian",60,311,7,6,"News, Wave",No occupant
1957,6,18,20,150mi SW/SAN FRANCISCO,NPC,Pacific Ocean and non-Asian islands,Oceania,2+1 SML MOONS FOLO SHIP,/r242p125+/r46p93+/APRO Sept57,High seas,10,NA,Saucer,35.67,NA,NA,0,NA,NA,126,"Map, Sea, Civilian, High quality observer(s)",24,13,6,9,NA,No occupant
1948,6,~16,NA,"Lk.BASKUNCHAK,RS",AST,Russia,Russia and former soviet,PILOT APRAKSIN CHASES BANANA,"HIT/CONES/LITE
CRASH LANDS
/r23",In-flight,5,Radar,Cigar,48.33,Ray,"Human affected, Vehicle affected",NA,Military investigation,NA,-46.67,"Map, Airborne, Military",9,137,9,7,Oddity,No occupant
1968,10,12,20,"GETULINA+LINS,BRZ",SPL,Brazil,South America,2 SEP.CARS PACED/NLTS+LIT/BEAMS,RED 30cm BALL HVRS/TREES,Pasture,160,NA,"Nightlights, Probe",-21.76,"Observation, Ray","Plants affected or sampled, Vehicle affected",434,NA,NA,49.91,"Map, Ground, Civilian, High quality observer(s)",156,3,6,8,NA,No occupant
1979,9,1,23,"STROUDSBURG,PA",Pennsylvania,USA,North America,2/I80,"SLNT DISK > W/2min
TURNS >N
LIT WINDOWS/EDGE
LOW ROTATION",Road + rails,2,NA,Saucer,41,NA,NA,131,NA,NA,75.2,"Map, Ground, Civilian",24,956,6,7,NA,No occupant
1995,5,23,22,"WOODLAND,ME",MNE,USA,North America,COP+3,"2 OBJS/TYPE UNK
LRG WHT OBJ HAS 8 WINDOWS
SML OBJ RED+GRN",Town & city,20,NA,"Saucer, Delta",45.16,NA,NA,46,Other government agencies,NA,67.4,"Map, Ground, Coast, Civilian, High quality observer(s)",220,121,6,8,NA,No occupant
1977,1,1,1,"CHIPPERFIELD,ENGL",England,Great Britain and Ireland,Western Europe,LRG SLNT ORB HVRS/50min,"BOBS >NW twrd BERKHAMPSTEAD
VANISHES",Road + rails,55,NA,Saucer,51.7,NA,NA,NA,NA,NA,0.5,"Map, Ground, Civilian",232,77,6,7,NA,No occupant
1970,1,1,19,"MILL BAY,BC",British Columbia,Canada,North America,SVRL OBS,"GLO-SCR/100M alt HITS PORCH/CURVED BEAM/LITE
RISES+AWAY",Residential,2,Technical,Saucer,48.6,"Observation, Ray",Building or ANY MANMADE STRUCTURE,3,NA,0,123.54,"Map, Ground, Coast, Civilian, High quality observer(s)",210,841,8,9,NA,No occupant
1952,5,29,NA,"EDWARDS AFB,CA",California,USA,North America,SVRL HI-TECH OBS,"2 MTL SCRS CURVE E>>W
SLNT
NO CONTRAIL
400mph",Military base,2,NA,Saucer,34.9,NA,NA,702,"Military investigation, Blue Book",NA,117.84,"Map, Ground, Military, High quality observer(s)",136,189,6,9,NA,No occupant
1992,7,7,~04:00,"UPAVON,WILTs",England,Great Britain and Ireland,Western Europe,ANIMALS UPSET,"NLT/CLOUDS
THIN BEAM/LITE HITS GND
INSTANT CROP CCL",Farmlands,10,"Traces, Technical","Nightlights, Fireball",51.29,Ray,Plants affected or sampled,NA,NA,NA,01/08/2017,"Map, Ground, Civilian",121,271,7,6,Oddity,No occupant
1996,8,9,2,"nr TAVACO,CORSICA",CDS,France,Western Europe,2+2/CAR,"SLNT WHT DISK W/LITES FOLOS CAR 6km
HVRS/1hr+",Mountains,70,NA,Saucer,42.02,"Observation, Ray","Human affected, Vehicle affected, Building or ANY MANMADE STRUCTURE",NA,NA,NA,-8.9,"Map, Ground, Civilian, High quality observer(s)",194,341,6,8,NA,No occupant
1959,6,22,20,"SALTA,ARG",SLT,Argentina,South America,LUM ORB N>S ovr HILLS,"POWER OUT/ENTIRE TOWN/SVRL MINUTES
/r111p178",Town & city,7,Electro-Magnetic Effect,Saucer,-24.77,NA,Building or ANY MANMADE STRUCTURE,1183,NA,NA,65.41,"Map, Ground, Military, Civilian, High quality observer(s)",210,719,8,12,News,No occupant
1973,10,3,NA,"MALTA BEND,MO",Missouri,USA,North America,SVRL/FARM,"UFO/FIELD
TYPE UNK
BURNT AREA
TREES HARMED",Farmlands,1,Traces,Nightlights,39.19,NA,"Dirt, Plants affected or sampled, Apparent Landing",210,NA,0,93.36,"Map, Ground, Civilian, High quality observer(s)",180,93,5,8,Wave,No occupant
1961,4,9,NA,"KINGSVILLE,TX",Texas,USA,North America,ROUND RED OBJ DESCENDS HVRS+SPEEDS AWAY,"NFD
/r78p188",Pasture,3,NA,Saucer,27.51,NA,NA,40,NA,NA,97.86,"Map, Ground, Civilian",242,139,6,6,NA,No occupant
1965,11,16,3,"Hwy17 nr LUVERNE,MN",Minnesota,USA,North America,CAR RADIO DIES,"ENGINE COUGHS
OBJ/SKY BEAMS LITE  GND.",Road + rails,2,Electro-Magnetic Effect,Saucer,43.66,"Observation, Ray","Dirt, Vehicle affected",436,NA,NA,96.21,"Map, Ground, Civilian",79,26,7,6,News,No occupant
1954,11,NA,NA,"HIGH SLOPES/Mt.PELION,GREECE",Greece,Greece and Island nations,Western Europe,2 OBS,"SOUP-BOWL/CGR HVRS/VILLAGE
VANISHES
NFD",Mountains,2,NA,"Saucer, Cigar",39.4,NA,NA,1200,NA,NA,-23.03,"Map, Ground, Civilian",138,19,6,6,News,No occupant
1986,1,29,21,"KEY LARGO,FL",Florida,USA,North America,1 OBS,"FBL/HI ALT
STOPS
CIRCLES AREA/2min
SHOOTS AWAY",Coastlands,4,NA,"Probe, Fireball",25/09/2017,Observation,NA,3,NA,NA,80.44,"Map, Ground, Coast, Civilian",40,42,5,6,NA,No occupant
1954,9,18,21,"DANANE,IVORY COAST",FWA,"Ivory Coast, Ghana, Togo, Benin, Liberia.",Northern and Northwest Africa,DOMED SCR >>OVR TOWN,"HVRS/35min
BEAMS SEARCH+AWAY
/r3p143",Pasture,35,NA,Saucer,7.23,"Observation, Ray","Human affected, Vehicle affected, Building or ANY MANMADE STRUCTURE",NA,NA,NA,8.14,"Map, Ground, Military, Civilian, High quality observer(s)",242,124,8,10,NA,No occupant
1974,7,10,22,"PAVIA,ITL",Lombardy,Italy,Western Europe,SLNT GLO-DOME>OVHD,"4 GIRLS WAVE
DOME BLINKS
MANY OBS
TRCs",Farmlands,170,Traces,"Saucer, Nightlights",45.2,Signal,"Dirt, Plants affected or sampled, Apparent Landing",NA,NA,NA,-9.19,"Map, Ground, Civilian, High quality observer(s)",194,146,8,9,NA,NA
1953,1,28,19,"FRANKFURT,GERM",HSS,Germany,Western Europe,2/AF JET+1,"NLT/VIOLENT MNVRS
HVRS
MORE MNVRS
>>FANTASTIC SPEED",In-flight,3,NA,Nightlights,50.1,NA,NA,NA,"Military investigation, Blue Book",NA,-8.7,"Map, Ground, Airborne, Military, High quality observer(s)",137,167,5,8,NA,No occupant
1996,1,21,19,"N51 nr POIX-TERRON,FR",Ardennes,France,Western Europe,BOY/CAR,2 ODD VERTICAL RECTANGLES W/LITES/CLOUDS,Road + rails,5,NA,Delta,49.64,NA,NA,NA,NA,NA,-4.66,"Map, Ground, Civilian",159,11,6,5,Wave,No occupant
1952,11,3,23,"TAHUNANAI,NZ",SI,New Zealand,Oceania,1 OBS,"DULL RED OVOID HVRS OFFSHORE
1/4 MOONSIZE
> E+W
>E to HILLS",Coastlands,12,NA,Saucer,-41.29,Observation,NA,0,NA,900,-173.26,"Map, Ground, Coast, Civilian",136,202,6,6,News,No occupant
1989,2,23,NA,"NEWPORT,NH",New Hampshire,USA,North America,2 OBS,"VLRG WHT LITE NEARS CAR
OBS STOPS
NLT >>OHVD/300'alt
HUMS",Road + rails,2,NA,Nightlights,43.37,NA,NA,243,Sound,90,72.17,"Map, Ground, Civilian",96,121,3,7,NA,No occupant
1958,1,27,23,"nr NAZCA,PERU",LIM,Peru,South America,SHOCKS!,"CAR+TRUCK+BUS EME
15'SCR
HVRS/150'
/MJ#237+/APRO 1'59",Road + rails,15,Electro-Magnetic Effect,Saucer,-14.83,NA,Vehicle affected,590,NA,45,74.67,"Map, Ground, Civilian, High quality observer(s)",142,713,7,10,News,No occupant
1977,10,11,NA,"NYON,VAUD,SWZ",Vaud,Switzerland,Western Europe,CLASSIC SCR LANDS by AUTOROUTE!,"CE-3
NFD yet.. 
/GREPI",Road + rails,9,NA,Saucer,46.38,NA,Apparent Landing,NA,NA,NA,-6.26,"Map, Ground, Civilian",96,200,7,6,NA,NA
1950,3,25,12,"BARCELONA,SP",Barcelone,Spain,Western Europe,SVRL OBS,"1-2 MTLC DISKS HIGH+FAST N>>S
/Noticiera Universal",Coastlands,1,NA,Saucer,41.41,NA,NA,NA,NA,NA,-2.13,"Map, Ground, Coast, Civilian, High quality observer(s)",57,999,6,9,News,No occupant
1958,11,3,14,"MINOT,ND",North Dakota,USA,North America,BBK#6153,"MIL OBS
BRITE GRN COIN-DISK EXPLODES
SML SLVR ORB RUSHES OVR",Farmlands,1,Technical,"Saucer, Probe",48.24,NA,Nuclear,467,"Military investigation, Blue Book",NA,101.28,"Map, Ground, Military",185,27,8,6,NA,No occupant
1964,1,23,17,"LYNCHBURG,VA",Virginia,USA,North America,2 DRK SLNT SCRS /WOODS,"3 OIDS EXIT+SPEAK GIBBERISH
OBS FROZEN",Forest,30,NA,Saucer,37.38,Conversation,"Human affected, Apparent Landing",249,NA,0,79.13,"Map, Ground, Civilian",113,184,8,6,NA,Humanoid
1952,8,7,15,"SILVERTON,OR",Oregon,USA,North America,4/GOC,"FLAT BTM TURTLE SCRS >E SLOW
DARTS TWRD JET+CCLS IT+away",Farmlands,120,NA,Saucer,45,Observation,Vehicle affected,76,NA,NA,122.78,"Map, Ground, Civilian, High quality observer(s)",136,51,7,9,News,No occupant
1952,8,3,23,"l'ARBRET,PDC,FR",Pas-de-Calais,France,Western Europe,N25,"2 COPS
FBL GOES >ARRAS
STOPS OVR RR STATION
THEN STRT ",Farmlands,5,NA,Fireball,50.21,Observation,NA,NA,Other government agencies,NA,-2.56,"Map, Ground, Civilian, High quality observer(s)",3,148,5,8,NA,No occupant
1847,3,18,NA,DARK PART/MOON,Dark side,The Moon,Space,LUM.DOTS APPEAR/2 DAYS,"
11+12DEC
BRITE FLASHING LITE/DARK PART",Space,196,Technical,Nightlights,90,Signal,NA,NA,NA,NA,0,"Civilian, High quality observer(s)",85,126,6,5,"Scientist, Oddity",No occupant
1969,6,1,1,"BUCHAREST,ROM",Bucharest,Romania,Eastern Europe,INTENSE WHT 35cm ORB FLIES BTWN APT BLOCKS,"SILENT
VERY CLEAR",Metropolis,1,Technical,Probe,44.44,Observation,NA,NA,NA,NA,-26.07,"Map, Ground, Civilian",84,188,6,6,Wave,No occupant
1976,11,14,16,"ALAND Isl,FINLAND",Finland,Scandanavian and Finland,Western Europe,2 OBS,"WHT SPOON-SHAPED FBL GOES>NW/30min
SEEN EARLIER/TURKU",Coastlands,40,NA,"Saucer, Fireball",60.07,NA,NA,NA,NA,NA,-19.97,"Map, Ground, Coast, Civilian, High quality observer(s)",160,118,6,7,Wave,No occupant
1976,8,30,~23:30,"nr IRVINGTON,NY",New York,USA,North America,15 OBS,NLT SWINGS LEFT+RIGHT++ in SAME GENERAL PLACE/2hrs,Residential,120,NA,Nightlights,41.03,NA,NA,3,NA,NA,73.87,"Map, Ground, Civilian, High quality observer(s)",225,93,5,10,NA,No occupant
1952,10,27,20,"EYRANS,FR",GRN,France,Western Europe,LRG ROUND WHT OBJ E>W,"END POINTED
THROWS SPARKS
ANGEL HAIR
/r30p63",Farmlands,1,NA,"Saucer, Cigar",45.18,NA,NA,NA,NA,NA,0.63,"Map, Ground, Coast, Civilian",194,131,6,6,NA,No occupant
1974,2,~17,4,"nr BOWLIN SPRING,OK",Oklahoma,USA,North America,FARMER,"SLVR OBJ /PASTURE
LANDS 2X MORE
COWS+DOG FRANTIC",Farmlands,20,NA,Saucer,36.61,NA,"Animals affected, Apparent Landing",234,NA,NA,95.37,"Map, Ground, Civilian",98,261,7,6,News,No occupant
1989,4,19,20,"E/JACKSON,CA",California,USA,North America,2/LITE PLANE,"SQR DOMED OBJ W/2 SLVR DSKS/SIDES
20'SLVR ROD HANGS",In-flight,1,Technical,"Saucer, Delta",38.34,NA,NA,385,NA,NA,120.67,"Map, Airborne, Civilian",96,302,7,7,NA,No occupant
1947,7,24,0,"WOLF POINT,MT",Montana,USA,North America,GRY 60cm DISHPAN-SCR >>E FAST/30M alt,lady rpts dishpan missing!,Residential,1,NA,Probe,48.09,Sampling,NA,609,NA,30,105.63,"Map, Ground, Civilian",171,112,8,6,"News, Oddity",NA
1989,11,18,19,"LANCASTER,CA",California,USA,North America,800'BLK BOOMERANG GOES OVR DOWNTOWN!,35'SLVR SCR OFF LEFT TIP!,Town & city,1,NA,"Saucer, Delta",34.68,NA,NA,718,NA,NA,118.13,"Map, Ground, Civilian",160,271,6,6,NA,No occupant
1951,3,29,NA,"NEW DELHI,INDIA",HRY,India,Asia Mainland,SAME OBS,"SAME CRAFT PARKS/SKY/20min
VANISHES IN SIGHT AGAIN!",Town & city,20,Technical,Saucer,28.63,Observation,"Vehicle affected, Building or ANY MANMADE STRUCTURE",NA,NA,NA,-77.19,"Map, Ground, Civilian",135,24,8,7,"News, Oddity, Wave",No occupant
1973,6,30,17,"MOLENBEEK-St.JEAN,BELGIUM",Belgium,"Belgium, Netherlands and Luxembourg",Western Europe,3 OBS,"CYLINDER SEEN OVR TOWN
/GESAG
NFD",Metropolis,1,NA,Cigar,51.82,NA,NA,NA,NA,NA,-4.33,"Map, Ground, Civilian, High quality observer(s)",231,74,6,8,NA,No occupant
1964,6,10,21,"N/WILTON,ND",North Dakota,USA,North America,LUMn.RND OBJ PACES Pvt.PILOT 15km back,">> UNDER PLANE >N
HZTL RAYS",In-flight,25,NA,"Saucer, Nightlights",47.18,"Observation, Ray","Nuclear, Vehicle affected",660,NA,920,100.91,"Map, Airborne, Civilian",72,3,6,7,Contactee,No occupant
1979,11,29,19,"QITAI,XINJIANG,CH",XNJ,Red China,Asia Mainland,5 OBS,OVAL RING/LITE W>>NW OVR MOUNTAINS DIPPING+RISING,Mountains,12,NA,Saucer,44,Observation,NA,NA,NA,NA,-89.6,"Map, Ground, Civilian, High quality observer(s)",208,140,6,8,NA,No occupant
1986,1,9,21,"THOMASTON,CT+AREA",Connecticut,USA,North America,MANY OBS,"HUGE DLT UP+DOWN NAUGATUCK VLY
ABS SILENT
BAD FOTOS",Residential,20,Photos,"Delta, Nightlights",41.67,NA,NA,120,NA,NA,73.07,"Map, Ground, Civilian, High quality observer(s)",40,93,6,11,Wave,No occupant
1965,3,8,19,"MOUNT AIRY,MD",MLD,USA,North America,BBK#9305,"3 OBS
CGR W/2 STEADY RED LITES MNVRs to AVOID HOUSE
>NE",Mountains,3,NA,Cigar,39.38,NA,NA,233,"Military investigation, Blue Book",7,77.16,"Map, Ground, Civilian",8,640,6,8,NA,No occupant
1964,11,NA,0,"HARVEYS LAKE,PA",Pennsylvania,USA,North America,2 METEORS,"1 STOPS!
GOES UP+DN RIVER+HILLSIDES/4 HRS
2 OBS",Mountains,240,Technical,"Saucer, Nightlights",41.38,Observation,"Dirt, Plants affected or sampled, Animals affected, Building or ANY MANMADE STRUCTURE",405,NA,NA,76.04,"Map, Ground, Civilian",53,53,7,7,NA,No occupant
1984,4,14,23,"LLANGERNYW,WALES",WLS,Great Britain and Ireland,Western Europe,20+OBS,"FBL+NLTS+SCR?
COPS+ARMY ALLO HILLS/15APR
/r81p136",Pasture,244,NA,"Saucer, Nightlights, Fireball",53.18,NA,Apparent Landing,155,"Military investigation, Other government agencies, Coverup",NA,3.68,"Map, Ground, Military, Civilian, High quality observer(s)",200,134,6,10,Misidentification,No occupant
1952,7,17,14,"BALLIETTSVILLE,PA",Pennsylvania,USA,North America,2 WOMEN,"2 RED GLOW-BALLS FOLO PLANE ACS SKY
plane type unkn",Residential,1,NA,"Saucer, Probe",40.68,Observation,Vehicle affected,152,NA,NA,75.57,"Map, Ground, Civilian",136,876,6,6,News,No occupant
1952,11,27,6,"MONT-de-MARSAN,FR",Landes,France,Western Europe,SVRL OBS,"LUMn DISK SPLITS/2
REUNITES
AWAY FAST
/LDLN#131",Forest,10,Technical,Saucer,43.9,NA,NA,NA,NA,NA,0.5,"Map, Ground, Civilian, High quality observer(s)",2,87,7,9,News,No occupant
1967,1,17,9,"DUNBAR,WV",Western Virginia,USA,North America,1/TRUCK,"6M METAL ORB/I64
LEGS+ANTENNAS+WINDOW/TOP
FLIES
/r157v1#3",Mountains,2,Technical,"Saucer, Cigar, Submersible",38.36,NA,Apparent Landing,184,"Military investigation, Blue Book",0,81.74,"Map, Ground, Civilian",24,47,8,6,Oddity,No occupant
1978,8,3,NA,"LOWELL,IN",Indiana,USA,North America,2 OBS,"YEL.OVOID OVR TREES
BANDS/COLOR RISE
2 SML OBJS JOIN
/IUR V3#9",Residential,5,NA,"Saucer, Probe",41.29,NA,NA,208,NA,NA,87.42,"Map, Ground, Military",114,97,6,7,NA,No occupant
1968,11,27,19,"DEERING,ND",North Dakota,USA,North America,WHT-GLO SCR CROSSES SKY EAST OF TOWN,"NFD
Rpt/Minot FAA tower",Farmlands,1,NA,Saucer,48.39,NA,Nuclear,469,NA,NA,101.04,"Map, Ground, Civilian",24,57,6,6,Wave,No occupant
1988,6,~20,NA,"nr OADBY APT,LEICS",England,Great Britain and Ireland,Western Europe,VBRITE NLT HVRS/FIELD,"SHOOTS UP
COMPLX CROP CIRCLE FOUND",Farmlands,0,Traces,"Nightlights, Probe",52.6,Sampling,"Plants affected or sampled, Apparent Landing",84,NA,NA,01/07/2017,"Map, Ground, Civilian",122,74,7,7,Oddity,No occupant
1923,6,NA,NA,"nr EVANSVILLE,IN",Indiana,USA,North America,BOY/10,"SCR/3 LEGS/PASTURE
4'MEN MOVE/GLASS DOME
speak english",Farmlands,5,NA,Saucer,38,NA,Apparent Landing,116,NA,1,87.5,"Map, Ground, Civilian",93,13,9,5,NA,"Humanoid, Pseudo-Human"
1972,9,9,12,"RIO GALLEGOS,ARG",STC,Argentina,South America,LUMn OBJ nr NAVY BASE RISES/JETS CHASE,MARKS+BURNS/GND FOUND,Coastlands,3,Traces,"Saucer, Nightlights",-51.63,NA,"Dirt, Plants affected or sampled, Apparent Landing",6,NA,NA,69.17,"Map, Ground, Coast, Military, High quality observer(s)",180,85,7,9,NA,No occupant
~1932,~4,NA,NA,"NAMBOUR,AUSTRL",QLD,Australia,Oceania,SML OBJ BUZZES BOY,"BOY FAINTS
FEELS SICK
GETS BLISTERS
OK LATER",Residential,1,"Technical, Injuries",Probe,-26.8,Observation,"Human affected, Apparent Landing",NA,NA,NA,-153,"Map, Ground, Coast, Civilian",229,822,7,5,NA,No occupant
1995,7,22,20,"SPRINGFIELD,IL",Illinois,USA,North America,2 OBS,"SML GLOWING CGR CROSSES SKY SLOWLY
SUDDENLY SPEEDS AWAY",Residential,1,NA,Cigar,39.78,NA,NA,186,NA,NA,89.63,"Map, Ground, Civilian",220,121,6,7,NA,No occupant
1975,4,6,23,"BERHALA Strts,INS",SMT,Indonesia,Asia Pacific,SS SHINTO MARU,"2 10M DOMED SCRS SKIM SEA+FLY/SEQNCE
/r41p137",High seas,3,NA,"Saucer, Submersible",-0.8,NA,Apparent Landing,0,NA,0,-104.42,"Map, Sea, Civilian, High quality observer(s)",160,108,7,9,NA,No occupant
1957,8,20,NA,"QUILINO,ARG",CRD,Argentina,South America,SCR ,"VOICE=""DONT FEAR...HAVE BASE IN SALTA REGION""
>>N
/FSR v3#4",Military base,18,Technical,Saucer,-30.2,Conversation,Apparent Landing,403,"Military investigation, Sound",0,64.48,"Map, Ground, Military",141,437,10,4,"Telepathy, News, Contactee",No occupant
1982,10,20,18,"ENFIELD,CT",Connecticut,USA,North America,1/CAR,"HUGE DISK OVHD
RINGED/LITES
GRIND NOISE
TURNS RED+",Road + rails,50,Technical,Saucer,41.94,"Observation, Missing time",Vehicle affected,47,Sound,NA,72.6,"Map, Ground, Civilian",210,382,7,6,NA,No occupant
1973,3,30,18,"La GUAIRA,VNZ",CRC,Venezuela,South America,100s/OBS,"ROW/40cm SCRS> E
BACK> W
LAST SEEN >>N TO SEA
CLRS VARY",Coastlands,90,NA,"Saucer, Probe, Submersible",10/06/2017,NA,NA,720,NA,NA,66.88,"Map, Ground, Coast, Military, Civilian, High quality observer(s)",195,494,6,12,NA,No occupant
1973,10,15,0,"OMRO,WI",Wisconsin,USA,North America,3 OIDS/BEDROOM,"ROBOTIC MOTION
BEAM SHOWS OBS'BONES!
5h/MST
/r178p12",Residential,44,Technical,No UFO,44.03,"Missing time, Abduction",Human affected,232,NA,1,88.73,"Map, Ground, Civilian",25,126,10,6,NA,"Humanoid, Robot"
1980,11,5,17,"WUHAN,HUBEI,CH",HUB,Red China,Asia Mainland,2 KIDS,"OVOID GOES UP+DN
LEFT+RT GENERALLY>NE
FAINT RED TRAILS",Residential,1,NA,Saucer,30.58,NA,NA,NA,NA,NA,-114.32,"Map, Ground, Civilian",208,194,6,6,NA,No occupant
1964,8,22,21,"BALTIMORE,MD",MLD,USA,North America,2 SEP.OBS,"SLNT TRIANGLE >SW SLOW
LITES/CORNERS
SML RED LITE/BTM",Metropolis,8,NA,Delta,38.81,NA,NA,30,NA,NA,76.9,"Map, Ground, Civilian, High quality observer(s)",24,36,6,7,NA,No occupant
1959,7,~8,~13:00,"MATANZAS,CUBA",CBA,Caribbean area,Oceania,BOYS,"BRILL-SHINY TOP-SCR
 FAST
DESCENDS OVR BAY
NFD/news",Coastlands,1,NA,"Saucer, Submersible",23/08/2017,NA,NA,0,NA,NA,81.57,"Map, Ground, Civilian",143,313,6,6,News,No occupant
1993,6,23,NA,"BRIGHTON,ONT",Ontario,Canada,North America,MUFON SWAMPED/CALLS,"10 NLTS JOIN LRG ORG.OBJ
vanish on contact",Town & city,25,NA,"Saucer, Cigar, Nightlights, Probe",44.08,Observation,NA,85,Camouflage,NA,77.73,"Map, Ground, Civilian, High quality observer(s)",60,289,6,9,"News, Wave",No occupant
1962,5,18,19,"POMPANO BEACH,FL",Florida,USA,North America,BRILL.CGR W/DARK TOPSIDE HVRS/9min,"SHOOTS AWAY >>SW
NFD",Coastlands,10,NA,Cigar,26.23,"Observation, Ray",NA,4,NA,NA,80.12,"Map, Ground, Coast, Civilian",242,71,7,6,NA,No occupant
1954,10,15,21,"NIFFER><KEMBS,FR",HRH,France,Western Europe,2/CARS,"FBL ZIGZAGS OVR ROAD
>>SE twrd Rvr
/r49p182+/r138#9",Road + rails,1,NA,"Saucer, Cigar",47.7,NA,NA,NA,NA,300,-7.51,"Map, Ground, Civilian",197,88,6,7,NA,No occupant
1954,6,6,NA,"nr MODOC POINT,OR",Oregon,USA,North America,2/PLANE,"2 SCRs FLY/PARALLEL/1500M alt
BRITE/OVERCAST SKY",In-flight,1,NA,Saucer,42.43,NA,NA,1300,NA,1500,121.84,"Map, Ground, Airborne, Civilian",210,37,6,7,NA,No occupant
1964,7,28,22,"LAKE CHELAN,WA",Washington,USA,North America,GRN LITES/GND+AIR TRADE SIGNALS,"10M SCR LANDS/40min
FLIES
/Atic",Forest,45,Technical,Saucer,48.34,Signal,Apparent Landing,323,"Military investigation, Blue Book, Other government agencies",0,120.7,"Map, Ground, Civilian",8,619,7,7,NA,No occupant
1993,10,18,NA,"STONEWOOD,WV",Western Virginia,USA,North America,2+OBS,"HAMBURGER-SCR HVRS
MAKES FIGURE-8's ETC
SHOOTS>>W OVR HILL",Residential,2,NA,Saucer,39.26,NA,NA,294,NA,NA,80.32,"Map, Ground, Civilian",188,171,6,8,NA,No occupant
1950,3,13,22,"EUNICE,NM",New Mexico,USA,North America,2 OBS,"DULL-RED GLO-DISK > E/OILFIELD/150M alt
90�TURN >>N/1600kph",Oil & coal,2,Technical,Saucer,32.43,Observation,Building or ANY MANMADE STRUCTURE,1051,NA,150,103.16,"Map, Ground, Civilian",134,421,6,7,NA,No occupant
1952,7,3,23,"CHICAGO,IL",Illinois,USA,North America,BBK#1382,"1 OBS
2 PASTEL DISKS S/L VERY FAST/6sec
NFD",Metropolis,1,NA,Saucer,41.88,NA,NA,190,"Military investigation, Blue Book",NA,87.64,"Map, Ground, Civilian",185,11,6,6,NA,No occupant
1973,10,15,2,"COLUMBIA,MS",Mississippi,USA,North America,+MARION co RDRS PICK UP RPTD UFO BLIPS,"1 SET CONKS OUT
SCRS SEEN",Town & city,60,Radar,"Saucer, Nightlights",31.24,NA,NA,47,NA,NA,89.81,"Map, Ground, Military, Civilian, High quality observer(s)",83,309,6,10,NA,No occupant
1993,9,12,20,"NEW WESTMINSTER,BC",British Columbia,Canada,North America,2 OBS,"RED OVOID SEEN/20sec
HIQ Rpt/UFOROM
NFD here",Residential,1,NA,"Saucer, Cigar",49.2,NA,NA,91,NA,NA,122.91,"Map, Ground, Civilian, High quality observer(s)",96,40,6,7,NA,No occupant
